race_name,year,constructor_name,positionText
German Grand Prix,1958,BRM,4
Argentine Grand Prix,1958,Maserati,3
Argentine Grand Prix,1958,Cooper,1
Argentine Grand Prix,1958,Ferrari,2
Monaco Grand Prix,1958,OSCA,8
Monaco Grand Prix,1958,Vanwall,6
Monaco Grand Prix,1958,Connaught,7
Monaco Grand Prix,1958,Maserati,3
German Grand Prix,1958,Team Lotus,6
Monaco Grand Prix,1958,Cooper,1
Monaco Grand Prix,1958,Team Lotus,5
Monaco Grand Prix,1958,Ferrari,2
Dutch Grand Prix,1958,Vanwall,3
Dutch Grand Prix,1958,Maserati,5
Dutch Grand Prix,1958,Cooper,1
Dutch Grand Prix,1958,Porsche,7
Dutch Grand Prix,1958,BRM,4
Monaco Grand Prix,1958,BRM,4
Dutch Grand Prix,1958,Ferrari,2
German Grand Prix,1958,Ferrari,1
Portuguese Grand Prix,1958,Maserati,5
Moroccan Grand Prix,1958,Ferrari,2
Moroccan Grand Prix,1958,Team Lotus,6
Moroccan Grand Prix,1958,BRM,4
Moroccan Grand Prix,1958,Cooper,3
Moroccan Grand Prix,1958,Maserati,5
Moroccan Grand Prix,1958,Vanwall,1
Italian Grand Prix,1958,Ferrari,2
Portuguese Grand Prix,1958,Vanwall,1
Italian Grand Prix,1958,Team Lotus,6
Italian Grand Prix,1958,Cooper,3
Italian Grand Prix,1958,Maserati,5
Italian Grand Prix,1958,Vanwall,1
Portuguese Grand Prix,1958,Ferrari,2
Portuguese Grand Prix,1958,Team Lotus,6
Portuguese Grand Prix,1958,BRM,4
Portuguese Grand Prix,1958,Cooper,3
Italian Grand Prix,1958,BRM,4
German Grand Prix,1958,Porsche,7
Dutch Grand Prix,1958,Team Lotus,6
Belgian Grand Prix,1958,Ferrari,1
French Grand Prix,1958,Vanwall,2
Belgian Grand Prix,1958,Vanwall,3
Belgian Grand Prix,1958,Team Lotus,6
Belgian Grand Prix,1958,BRM,4
French Grand Prix,1958,BRM,4
French Grand Prix,1958,Team Lotus,6
French Grand Prix,1958,Ferrari,1
British Grand Prix,1958,Vanwall,2
British Grand Prix,1958,Connaught,8
British Grand Prix,1958,Maserati,5
British Grand Prix,1958,Cooper,3
British Grand Prix,1958,BRM,4
British Grand Prix,1958,Team Lotus,6
British Grand Prix,1958,Ferrari,1
German Grand Prix,1958,Vanwall,2
German Grand Prix,1958,Maserati,5
German Grand Prix,1958,Cooper,3
Belgian Grand Prix,1958,Cooper,2
Belgian Grand Prix,1958,Maserati,5
French Grand Prix,1958,Maserati,5
French Grand Prix,1958,Cooper,3
United States Grand Prix,1959,Ferrari,2
Portuguese Grand Prix,1959,Ferrari,2
Portuguese Grand Prix,1959,Team Lotus,4
Portuguese Grand Prix,1959,BRM,3
Portuguese Grand Prix,1959,Cooper-Maserati,6
Portuguese Grand Prix,1959,Cooper-Climax,1
Portuguese Grand Prix,1959,Aston Martin,5
Dutch Grand Prix,1959,Ferrari,3
French Grand Prix,1959,Cooper-Climax,1
United States Grand Prix,1959,Cooper-Maserati,6
French Grand Prix,1959,Cooper-Maserati,5
French Grand Prix,1959,Team Lotus,4
French Grand Prix,1959,Ferrari,2
Dutch Grand Prix,1959,Team Lotus,4
Italian Grand Prix,1959,Maserati,7
Italian Grand Prix,1959,Aston Martin,5
Italian Grand Prix,1959,Cooper-Climax,1
Italian Grand Prix,1959,Cooper-Maserati,6
Italian Grand Prix,1959,BRM,3
Italian Grand Prix,1959,Team Lotus,4
Italian Grand Prix,1959,Ferrari,2
United States Grand Prix,1959,Kurtis Kraft,7
United States Grand Prix,1959,Cooper-OSCA,11
United States Grand Prix,1959,Tec-Mec,12
United States Grand Prix,1959,Cooper-Borgward,10
United States Grand Prix,1959,Connaught,13
United States Grand Prix,1959,Maserati,9
United States Grand Prix,1959,Porsche,8
United States Grand Prix,1959,Cooper-Climax,1
United States Grand Prix,1959,Team Lotus,4
Dutch Grand Prix,1959,BRM,2
French Grand Prix,1959,Maserati,6
Dutch Grand Prix,1959,Porsche,6
German Grand Prix,1959,BRM,3
German Grand Prix,1959,Team Lotus,4
German Grand Prix,1959,Ferrari,2
German Grand Prix,1959,Cooper-Climax,1
German Grand Prix,1959,Cooper-Maserati,5
British Grand Prix,1959,Team Lotus,4
British Grand Prix,1959,BRM,3
British Grand Prix,1959,Cooper-Maserati,6
Monaco Grand Prix,1959,Maserati,7
British Grand Prix,1959,Cooper-Climax,1
British Grand Prix,1959,JBW,10
British Grand Prix,1959,Aston Martin,5
British Grand Prix,1959,Maserati,7
British Grand Prix,1959,Cooper-Borgward,8
British Grand Prix,1959,Fry,12
Dutch Grand Prix,1959,Cooper-Climax,1
Monaco Grand Prix,1959,BRM,4
Dutch Grand Prix,1959,Aston Martin,7
Monaco Grand Prix,1959,Ferrari,2
Monaco Grand Prix,1959,Team Lotus,5
Monaco Grand Prix,1959,Porsche,6
Monaco Grand Prix,1959,Cooper-Climax,1
British Grand Prix,1959,Vanwall,11
Monaco Grand Prix,1959,Cooper-Maserati,3
British Grand Prix,1960,Cooper-Climax,1
British Grand Prix,1960,JBW,9
British Grand Prix,1960,Aston Martin,6
British Grand Prix,1960,Cooper-Castellotti,10
French Grand Prix,1960,Ferrari,3
French Grand Prix,1960,Team Lotus,2
French Grand Prix,1960,BRM,4
French Grand Prix,1960,Cooper-Maserati,5
United States Grand Prix,1960,Team Lotus,2
French Grand Prix,1960,Vanwall,11
French Grand Prix,1960,Scarab,8
Belgian Grand Prix,1960,Ferrari,3
Belgian Grand Prix,1960,Team Lotus,2
Belgian Grand Prix,1960,BRM,4
Belgian Grand Prix,1960,Cooper-Climax,1
Belgian Grand Prix,1960,Scarab,8
French Grand Prix,1960,Cooper-Climax,1
French Grand Prix,1960,Cooper-Castellotti,9
British Grand Prix,1960,BRM,4
British Grand Prix,1960,Team Lotus,2
United States Grand Prix,1960,BRM,4
United States Grand Prix,1960,Cooper-Maserati,5
United States Grand Prix,1960,Cooper-Climax,1
United States Grand Prix,1960,Maserati,11
United States Grand Prix,1960,Cooper-Castellotti,6
United States Grand Prix,1960,Scarab,9
Italian Grand Prix,1960,Ferrari,3
Italian Grand Prix,1960,Cooper-Maserati,5
Italian Grand Prix,1960,Cooper-Climax,1
Italian Grand Prix,1960,Porsche,7
Italian Grand Prix,1960,JBW,11
Italian Grand Prix,1960,Maserati,10
Italian Grand Prix,1960,Cooper-Castellotti,6
Portuguese Grand Prix,1960,Ferrari,3
Portuguese Grand Prix,1960,Team Lotus,2
Portuguese Grand Prix,1960,BRM,4
Portuguese Grand Prix,1960,Cooper-Maserati,5
Portuguese Grand Prix,1960,Cooper-Climax,1
British Grand Prix,1960,Ferrari,3
British Grand Prix,1960,Cooper-Maserati,5
Italian Grand Prix,1960,Behra-Porsche,8
Monaco Grand Prix,1960,Ferrari,2
Dutch Grand Prix,1960,Cooper-Climax,1
Dutch Grand Prix,1960,Ferrari,3
Dutch Grand Prix,1960,Team Lotus,2
Dutch Grand Prix,1960,BRM,4
Dutch Grand Prix,1960,Cooper-Maserati,5
Dutch Grand Prix,1960,Aston Martin,8
Dutch Grand Prix,1960,Scarab,10
Monaco Grand Prix,1960,Team Lotus,3
Monaco Grand Prix,1960,Cooper-Maserati,4
Monaco Grand Prix,1960,Cooper-Climax,1
Monaco Grand Prix,1960,BRM,5
Monaco Grand Prix,1960,Cooper-Castellotti,10
Monaco Grand Prix,1960,Scarab,9
Argentine Grand Prix,1960,Ferrari,2
Argentine Grand Prix,1960,Team Lotus,4
Argentine Grand Prix,1960,BRM,5
Argentine Grand Prix,1960,Cooper-Maserati,3
Argentine Grand Prix,1960,Cooper-Climax,1
Argentine Grand Prix,1960,Maserati,7
Argentine Grand Prix,1960,Behra-Porsche,6
Monaco Grand Prix,1960,JBW,8
Italian Grand Prix,1961,De Tomaso-Alfa Romeo,9
German Grand Prix,1961,Ferrari,1
Italian Grand Prix,1961,Lotus-Maserati,8
Italian Grand Prix,1961,De Tomaso-Osca,11
Italian Grand Prix,1961,JBW,12
Italian Grand Prix,1961,Emeryson,10
Belgian Grand Prix,1961,Cooper-Maserati,5
Italian Grand Prix,1961,Lotus-Climax,2
Italian Grand Prix,1961,Cooper-Climax,4
Italian Grand Prix,1961,Cooper-Maserati,6
Italian Grand Prix,1961,BRM,5
Italian Grand Prix,1961,Ferrari,1
German Grand Prix,1961,Cooper-Maserati,6
Italian Grand Prix,1961,Porsche,3
Belgian Grand Prix,1961,BRM,6
German Grand Prix,1961,Cooper-Climax,4
German Grand Prix,1961,Porsche,3
Monaco Grand Prix,1961,Porsche,3
Monaco Grand Prix,1961,Lotus-Climax,1
Monaco Grand Prix,1961,Cooper-Climax,4
Monaco Grand Prix,1961,Cooper-Maserati,5
Monaco Grand Prix,1961,BRM,6
Monaco Grand Prix,1961,Ferrari,2
Monaco Grand Prix,1961,Emeryson,7
Dutch Grand Prix,1961,Porsche,3
Dutch Grand Prix,1961,Cooper-Climax,4
Dutch Grand Prix,1961,BRM,6
Dutch Grand Prix,1961,Ferrari,1
Belgian Grand Prix,1961,Porsche,4
Belgian Grand Prix,1961,Ferrari,1
Belgian Grand Prix,1961,Cooper-Climax,3
Dutch Grand Prix,1961,Lotus-Climax,2
French Grand Prix,1961,De Tomaso-Osca,8
French Grand Prix,1961,JBW,9
French Grand Prix,1961,Emeryson,7
German Grand Prix,1961,MBM,10
British Grand Prix,1961,Ferrari,1
British Grand Prix,1961,BRM,5
British Grand Prix,1961,Cooper-Maserati,6
British Grand Prix,1961,Cooper-Climax,4
British Grand Prix,1961,Lotus-Climax,2
British Grand Prix,1961,Porsche,3
British Grand Prix,1961,Gilby,7
British Grand Prix,1961,Emeryson,8
French Grand Prix,1961,Ferrari,1
French Grand Prix,1961,BRM,5
French Grand Prix,1961,Cooper-Maserati,6
French Grand Prix,1961,Cooper-Climax,4
French Grand Prix,1961,Lotus-Climax,2
French Grand Prix,1961,Porsche,3
German Grand Prix,1961,Lotus-Climax,2
Belgian Grand Prix,1961,Lotus-Climax,2
German Grand Prix,1961,BRM,5
United States Grand Prix,1961,Porsche,3
United States Grand Prix,1961,Lotus-Climax,2
United States Grand Prix,1961,Cooper-Climax,4
United States Grand Prix,1961,BRM,5
Dutch Grand Prix,1962,Cooper-Climax,4
Monaco Grand Prix,1962,BRM,2
Monaco Grand Prix,1962,Cooper-Climax,1
Monaco Grand Prix,1962,Lotus-Climax,4
Monaco Grand Prix,1962,Lotus-BRM,8
Monaco Grand Prix,1962,Porsche,6
Monaco Grand Prix,1962,De Tomaso-Alfa Romeo,9
United States Grand Prix,1962,Lola,4
South African Grand Prix,1962,LDS,12
South African Grand Prix,1962,Porsche,5
Monaco Grand Prix,1962,Lola,5
South African Grand Prix,1962,Lotus-Climax,2
South African Grand Prix,1962,Cooper-Climax,3
South African Grand Prix,1962,BRM,1
South African Grand Prix,1962,Brabham,7
South African Grand Prix,1962,Lola,4
French Grand Prix,1962,Cooper,7
South African Grand Prix,1962,Emeryson,9
Monaco Grand Prix,1962,Ferrari,3
Italian Grand Prix,1962,De Tomaso-Osca,15
Dutch Grand Prix,1962,Porsche,5
United States Grand Prix,1962,Porsche,5
United States Grand Prix,1962,Lotus-BRM,8
United States Grand Prix,1962,Lotus-Climax,2
United States Grand Prix,1962,Cooper-Climax,3
United States Grand Prix,1962,BRM,1
United States Grand Prix,1962,Brabham,7
Italian Grand Prix,1962,Ferrari,5
Italian Grand Prix,1962,Lotus-Borgward,17
Italian Grand Prix,1962,Lola,4
Italian Grand Prix,1962,De Tomaso,16
Italian Grand Prix,1962,Cooper-Climax,3
Italian Grand Prix,1962,Lotus-Climax,2
Italian Grand Prix,1962,Lotus-BRM,8
Italian Grand Prix,1962,Porsche,6
Italian Grand Prix,1962,Gilby,13
Italian Grand Prix,1962,Emeryson,7
Italian Grand Prix,1962,BRM,1
French Grand Prix,1962,Porsche,5
South African Grand Prix,1962,Cooper-Alfa Romeo,13
French Grand Prix,1962,Lotus-Climax,3
British Grand Prix,1962,Porsche,6
British Grand Prix,1962,Gilby,12
British Grand Prix,1962,Emeryson,7
German Grand Prix,1962,Ferrari,6
German Grand Prix,1962,Lola,4
German Grand Prix,1962,Brabham,12
German Grand Prix,1962,BRM,1
British Grand Prix,1962,Lotus-BRM,9
German Grand Prix,1962,Cooper-Climax,3
German Grand Prix,1962,Lotus-BRM,10
German Grand Prix,1962,Porsche,5
French Grand Prix,1962,Lotus-BRM,8
German Grand Prix,1962,ENB,8
Dutch Grand Prix,1962,Ferrari,3
Dutch Grand Prix,1962,Lola,7
Dutch Grand Prix,1962,BRM,1
German Grand Prix,1962,Lotus-Climax,2
British Grand Prix,1962,Lotus-Climax,1
German Grand Prix,1962,Gilby,13
British Grand Prix,1962,BRM,2
French Grand Prix,1962,BRM,1
British Grand Prix,1962,Cooper-Climax,3
French Grand Prix,1962,Team Lotus,10
French Grand Prix,1962,Lola,6
Dutch Grand Prix,1962,Emeryson,6
French Grand Prix,1962,Cooper-Climax,2
Belgian Grand Prix,1962,Lola,5
Belgian Grand Prix,1962,Ferrari,3
Belgian Grand Prix,1962,Cooper-Climax,4
Belgian Grand Prix,1962,Lotus-Climax,2
Belgian Grand Prix,1962,Lotus-BRM,8
Belgian Grand Prix,1962,Porsche,6
British Grand Prix,1962,Ferrari,4
British Grand Prix,1962,Lola,5
Belgian Grand Prix,1962,BRM,1
Dutch Grand Prix,1962,Lotus-Climax,2
South African Grand Prix,1963,LDS,13
German Grand Prix,1963,Ferrari,3
German Grand Prix,1963,Lola,9
German Grand Prix,1963,Brabham,5
German Grand Prix,1963,ATS,11
German Grand Prix,1963,Scirocco,10
German Grand Prix,1963,Cooper-Climax,4
German Grand Prix,1963,Lotus-Climax,1
German Grand Prix,1963,Lotus-BRM,7
South African Grand Prix,1963,Porsche,7
German Grand Prix,1963,Porsche,6
German Grand Prix,1963,BRM,2
South African Grand Prix,1963,Lotus-BRM,8
South African Grand Prix,1963,Ferrari,4
South African Grand Prix,1963,Cooper-Climax,5
South African Grand Prix,1963,Cooper-Maserati,14
South African Grand Prix,1963,Lotus-Ford,15
South African Grand Prix,1963,BRM,2
South African Grand Prix,1963,Alfa Romeo,16
South African Grand Prix,1963,Brabham,3
South African Grand Prix,1963,Lola,9
Belgian Grand Prix,1963,Ferrari,5
Belgian Grand Prix,1963,Lola,9
Belgian Grand Prix,1963,Brabham,4
Belgian Grand Prix,1963,ATS,10
Belgian Grand Prix,1963,BRM,1
German Grand Prix,1963,Gilby,12
South African Grand Prix,1963,Lotus-Climax,1
British Grand Prix,1963,Ferrari,5
German Grand Prix,1963,Lotus-Borgward,14
French Grand Prix,1963,BRM,3
Mexican Grand Prix,1963,Team Lotus,15
Mexican Grand Prix,1963,Brabham,4
Mexican Grand Prix,1963,ATS,12
Mexican Grand Prix,1963,BRM,2
Mexican Grand Prix,1963,Cooper-Climax,5
Mexican Grand Prix,1963,Lotus-Climax,1
Mexican Grand Prix,1963,Lotus-BRM,8
Mexican Grand Prix,1963,Porsche,7
Mexican Grand Prix,1963,Lola,9
British Grand Prix,1963,Lola,9
Italian Grand Prix,1963,Lola,9
Italian Grand Prix,1963,Ferrari,3
French Grand Prix,1963,Scirocco,10
French Grand Prix,1963,BRP,6
French Grand Prix,1963,Lotus-BRM,7
French Grand Prix,1963,Lotus-Climax,1
French Grand Prix,1963,Cooper-Climax,2
French Grand Prix,1963,De Tomaso,12
Italian Grand Prix,1963,Brabham,5
United States Grand Prix,1963,Ferrari,3
Mexican Grand Prix,1963,Ferrari,3
United States Grand Prix,1963,Porsche,7
Italian Grand Prix,1963,De Tomaso-Ferrari,16
Italian Grand Prix,1963,Lotus-Maserati,17
Italian Grand Prix,1963,Gilby,12
Italian Grand Prix,1963,Porsche,7
Italian Grand Prix,1963,Scirocco,10
Italian Grand Prix,1963,BRP,6
Italian Grand Prix,1963,Lotus-BRM,8
Italian Grand Prix,1963,Lotus-Climax,1
United States Grand Prix,1963,Stebro,10
Italian Grand Prix,1963,Cooper-Climax,4
Italian Grand Prix,1963,BRM,2
Italian Grand Prix,1963,ATS,11
United States Grand Prix,1963,Brabham,5
United States Grand Prix,1963,ATS,12
United States Grand Prix,1963,BRM,2
United States Grand Prix,1963,Cooper-Climax,4
United States Grand Prix,1963,Lotus-Climax,1
United States Grand Prix,1963,Lotus-BRM,8
Italian Grand Prix,1963,Cooper-Maserati,14
French Grand Prix,1963,ATS,11
United States Grand Prix,1963,Lola,9
French Grand Prix,1963,Lola,9
Dutch Grand Prix,1963,Lotus-BRM,8
Dutch Grand Prix,1963,Lotus-Climax,1
Dutch Grand Prix,1963,Cooper-Climax,3
Dutch Grand Prix,1963,BRM,2
Dutch Grand Prix,1963,ATS,11
Dutch Grand Prix,1963,Brabham,4
Dutch Grand Prix,1963,Lola,10
Dutch Grand Prix,1963,Ferrari,5
British Grand Prix,1963,Gilby,12
British Grand Prix,1963,Porsche,8
British Grand Prix,1963,Scirocco,10
British Grand Prix,1963,BRP,6
British Grand Prix,1963,Lotus-BRM,7
British Grand Prix,1963,Lotus-Climax,1
British Grand Prix,1963,Cooper-Climax,3
British Grand Prix,1963,De Tomaso,13
British Grand Prix,1963,BRM,2
British Grand Prix,1963,ATS,11
British Grand Prix,1963,Brabham,4
Dutch Grand Prix,1963,BRP,6
Dutch Grand Prix,1963,Scirocco,9
Dutch Grand Prix,1963,Porsche,7
Monaco Grand Prix,1963,Ferrari,3
Belgian Grand Prix,1963,Lotus-BRM,8
Belgian Grand Prix,1963,Lotus-Climax,2
Belgian Grand Prix,1963,Cooper-Climax,3
Monaco Grand Prix,1963,Porsche,11
Monaco Grand Prix,1963,Scirocco,9
French Grand Prix,1963,Brabham,4
Belgian Grand Prix,1963,Porsche,6
Belgian Grand Prix,1963,BRP,11
Monaco Grand Prix,1963,Lotus-BRM,5
Monaco Grand Prix,1963,Lotus-Climax,4
Monaco Grand Prix,1963,Cooper-Climax,2
Monaco Grand Prix,1963,De Tomaso,10
Monaco Grand Prix,1963,BRM,1
Monaco Grand Prix,1963,ATS,8
Monaco Grand Prix,1963,Brabham,7
Monaco Grand Prix,1963,Lola,6
French Grand Prix,1963,Ferrari,5
Belgian Grand Prix,1963,Scirocco,7
British Grand Prix,1964,Ferrari,4
French Grand Prix,1964,Brabham-BRM,8
French Grand Prix,1964,BRP,7
British Grand Prix,1964,Brabham-Ford,11
Monaco Grand Prix,1964,Brabham-Climax,5
French Grand Prix,1964,Lotus-Climax,1
Monaco Grand Prix,1964,Ferrari,6
Monaco Grand Prix,1964,BRM,1
Monaco Grand Prix,1964,Cooper-Climax,3
Monaco Grand Prix,1964,Lotus-Climax,2
Monaco Grand Prix,1964,Lotus-BRM,4
Monaco Grand Prix,1964,BRP,7
Monaco Grand Prix,1964,Scirocco,8
Belgian Grand Prix,1964,Ferrari,4
Belgian Grand Prix,1964,BRM,2
Belgian Grand Prix,1964,Brabham-Climax,5
Belgian Grand Prix,1964,Cooper-Climax,3
Belgian Grand Prix,1964,Lotus-Climax,1
Belgian Grand Prix,1964,Lotus-BRM,6
Belgian Grand Prix,1964,BRP,7
Belgian Grand Prix,1964,Scirocco,9
French Grand Prix,1964,Ferrari,5
French Grand Prix,1964,BRM,2
French Grand Prix,1964,Brabham-Climax,3
French Grand Prix,1964,Cooper-Climax,4
French Grand Prix,1964,Lotus-BRM,6
British Grand Prix,1964,BRM,2
Italian Grand Prix,1964,Derrington,11
British Grand Prix,1964,Cooper-Climax,5
Italian Grand Prix,1964,Lotus-BRM,8
Italian Grand Prix,1964,Brabham-BRM,7
Italian Grand Prix,1964,BRP,6
Austrian Grand Prix,1964,Ferrari,3
Austrian Grand Prix,1964,BRM,1
Austrian Grand Prix,1964,Brabham-Climax,4
Austrian Grand Prix,1964,Lotus-Climax,2
Austrian Grand Prix,1964,Lotus-BRM,7
Austrian Grand Prix,1964,Brabham-BRM,6
Austrian Grand Prix,1964,BRP,8
German Grand Prix,1964,Ferrari,3
German Grand Prix,1964,Honda,9
German Grand Prix,1964,BRM,2
German Grand Prix,1964,Brabham-Climax,4
German Grand Prix,1964,Cooper-Climax,5
German Grand Prix,1964,Lotus-Climax,1
German Grand Prix,1964,Lotus-BRM,7
German Grand Prix,1964,Brabham-BRM,6
German Grand Prix,1964,Scirocco,10
Dutch Grand Prix,1964,Ferrari,3
Dutch Grand Prix,1964,BRM,2
Dutch Grand Prix,1964,Brabham-Climax,6
Dutch Grand Prix,1964,Cooper-Climax,5
Dutch Grand Prix,1964,Lotus-Climax,1
Dutch Grand Prix,1964,Lotus-BRM,4
Dutch Grand Prix,1964,Brabham-BRM,7
Dutch Grand Prix,1964,Porsche,9
Italian Grand Prix,1964,Lotus-Climax,3
British Grand Prix,1964,Brabham-Climax,3
Austrian Grand Prix,1964,Cooper-Climax,5
United States Grand Prix,1964,Cooper-Climax,5
Mexican Grand Prix,1964,Brabham-Climax,4
Italian Grand Prix,1964,Cooper-Climax,5
Italian Grand Prix,1964,Brabham-Climax,4
Italian Grand Prix,1964,BRM,2
Italian Grand Prix,1964,Honda,9
Italian Grand Prix,1964,Ferrari,1
United States Grand Prix,1964,BRP,7
United States Grand Prix,1964,Brabham-BRM,6
United States Grand Prix,1964,Lotus-BRM,8
United States Grand Prix,1964,Lotus-Climax,3
Mexican Grand Prix,1964,Cooper-Climax,5
United States Grand Prix,1964,Brabham-Climax,4
United States Grand Prix,1964,BRM,2
United States Grand Prix,1964,Honda,9
United States Grand Prix,1964,Ferrari,1
Mexican Grand Prix,1964,BRP,7
Mexican Grand Prix,1964,Brabham-BRM,6
Mexican Grand Prix,1964,BRM,2
Mexican Grand Prix,1964,Lotus-BRM,8
Mexican Grand Prix,1964,Ferrari,1
Mexican Grand Prix,1964,Lotus-Climax,3
British Grand Prix,1964,BRP,7
British Grand Prix,1964,Brabham-BRM,8
British Grand Prix,1964,Lotus-BRM,6
British Grand Prix,1964,Lotus-Climax,1
Belgian Grand Prix,1965,Brabham-BRM,6
French Grand Prix,1965,Ferrari,3
French Grand Prix,1965,Honda,7
French Grand Prix,1965,BRM,2
French Grand Prix,1965,Brabham-Climax,5
French Grand Prix,1965,Cooper-Climax,4
Dutch Grand Prix,1965,Cooper-Climax,5
French Grand Prix,1965,Lotus-BRM,10
Dutch Grand Prix,1965,Lotus-Climax,1
Dutch Grand Prix,1965,Ferrari,3
Dutch Grand Prix,1965,Honda,7
Dutch Grand Prix,1965,BRM,2
Dutch Grand Prix,1965,Brabham-Climax,4
French Grand Prix,1965,Lotus-Climax,1
French Grand Prix,1965,Brabham-BRM,6
Mexican Grand Prix,1965,Brabham-Climax,3
Mexican Grand Prix,1965,Brabham-BRM,7
Mexican Grand Prix,1965,BRM,2
Mexican Grand Prix,1965,Honda,6
Mexican Grand Prix,1965,Ferrari,4
Italian Grand Prix,1965,Brabham-BRM,6
Italian Grand Prix,1965,Lotus-BRM,8
Italian Grand Prix,1965,Lotus-Climax,1
Italian Grand Prix,1965,Cooper-Climax,5
Italian Grand Prix,1965,Brabham-Climax,4
Italian Grand Prix,1965,BRM,2
Italian Grand Prix,1965,Honda,7
Italian Grand Prix,1965,Ferrari,3
German Grand Prix,1965,Brabham-BRM,6
German Grand Prix,1965,Lotus-BRM,9
German Grand Prix,1965,Lotus-Climax,1
German Grand Prix,1965,Cooper-Climax,5
German Grand Prix,1965,Brabham-Climax,4
Mexican Grand Prix,1965,Lotus-Climax,1
German Grand Prix,1965,Ferrari,3
Dutch Grand Prix,1965,Brabham-BRM,6
Dutch Grand Prix,1965,Lotus-BRM,9
Mexican Grand Prix,1965,Lotus-BRM,8
Mexican Grand Prix,1965,Cooper-Climax,5
German Grand Prix,1965,BRM,2
Belgian Grand Prix,1965,Lotus-Climax,2
Belgian Grand Prix,1965,Brabham-Climax,5
British Grand Prix,1965,Lotus-Climax,1
British Grand Prix,1965,Cooper-Climax,4
British Grand Prix,1965,Brabham-Climax,5
British Grand Prix,1965,BRM,2
British Grand Prix,1965,Honda,7
British Grand Prix,1965,Ferrari,3
United States Grand Prix,1965,Brabham-BRM,6
United States Grand Prix,1965,Lotus-BRM,8
United States Grand Prix,1965,Lotus-Climax,1
United States Grand Prix,1965,Cooper-Climax,5
United States Grand Prix,1965,Brabham-Climax,4
United States Grand Prix,1965,BRM,2
United States Grand Prix,1965,Honda,7
United States Grand Prix,1965,Ferrari,3
South African Grand Prix,1965,Cooper-Ford,11
South African Grand Prix,1965,LDS-Alfa Romeo,10
Belgian Grand Prix,1965,Lotus-BRM,10
British Grand Prix,1965,Lotus-BRM,10
British Grand Prix,1965,Brabham-BRM,6
British Grand Prix,1965,Cooper-Ford,12
Monaco Grand Prix,1965,Ferrari,2
South African Grand Prix,1965,Brabham-BRM,5
South African Grand Prix,1965,Lotus-BRM,9
South African Grand Prix,1965,Lotus-Climax,1
South African Grand Prix,1965,Cooper-Climax,4
South African Grand Prix,1965,Brabham-Climax,6
South African Grand Prix,1965,Cooper-Maserati,15
South African Grand Prix,1965,Lotus-Ford,13
South African Grand Prix,1965,BRM,3
Belgian Grand Prix,1965,Cooper-Climax,4
South African Grand Prix,1965,Brabham-Ford,7
South African Grand Prix,1965,Ferrari,2
Monaco Grand Prix,1965,Brabham-BRM,5
Monaco Grand Prix,1965,Lotus-BRM,9
Monaco Grand Prix,1965,Lotus-Climax,3
Monaco Grand Prix,1965,Cooper-Climax,4
Monaco Grand Prix,1965,Brabham-Climax,6
Monaco Grand Prix,1965,BRM,1
Monaco Grand Prix,1965,Honda,11
South African Grand Prix,1965,Alfa Romeo,8
South African Grand Prix,1965,RE,14
South African Grand Prix,1965,LDS-Climax,12
Belgian Grand Prix,1965,Honda,7
Belgian Grand Prix,1965,BRM,1
Belgian Grand Prix,1965,Ferrari,3
British Grand Prix,1966,Cooper-Ferrari,10
Mexican Grand Prix,1966,BRM,4
Mexican Grand Prix,1966,McLaren-Ford,9
Mexican Grand Prix,1966,Brabham-Repco,1
Mexican Grand Prix,1966,Cooper-Maserati,3
Mexican Grand Prix,1966,Eagle-Climax,7
Mexican Grand Prix,1966,Eagle-Weslake,14
Mexican Grand Prix,1966,Lotus-BRM,5
British Grand Prix,1966,McLaren-Serenissima,8
British Grand Prix,1966,Brabham-Repco,1
British Grand Prix,1966,Cooper-Maserati,4
British Grand Prix,1966,Eagle-Climax,6
British Grand Prix,1966,Brabham-Climax,9
British Grand Prix,1966,Lotus-Climax,5
British Grand Prix,1966,Lotus-BRM,11
British Grand Prix,1966,Brabham-BRM,7
Mexican Grand Prix,1966,Honda,8
British Grand Prix,1966,BRM,3
Dutch Grand Prix,1966,Ferrari,2
Dutch Grand Prix,1966,BRM,3
United States Grand Prix,1966,Lotus-BRM,5
United States Grand Prix,1966,Lotus-Climax,6
United States Grand Prix,1966,Eagle-Weslake,14
United States Grand Prix,1966,Eagle-Climax,7
United States Grand Prix,1966,Cooper-Maserati,3
United States Grand Prix,1966,Brabham-Repco,1
United States Grand Prix,1966,McLaren-Ford,8
United States Grand Prix,1966,BRM,4
United States Grand Prix,1966,Honda,13
United States Grand Prix,1966,Ferrari,2
Dutch Grand Prix,1966,Brabham-BRM,8
Dutch Grand Prix,1966,Lotus-BRM,7
Dutch Grand Prix,1966,Lotus-Climax,5
Dutch Grand Prix,1966,Brabham-Climax,10
Dutch Grand Prix,1966,Eagle-Climax,6
Dutch Grand Prix,1966,Cooper-Maserati,4
Dutch Grand Prix,1966,Brabham-Repco,1
Italian Grand Prix,1966,Ferrari,2
Italian Grand Prix,1966,Honda,12
British Grand Prix,1966,Shannon,13
Monaco Grand Prix,1966,Lotus-BRM,6
French Grand Prix,1966,Ferrari,1
German Grand Prix,1966,Cooper-Ferrari,11
Italian Grand Prix,1966,BRM,3
Italian Grand Prix,1966,Brabham-Repco,1
